hospital_rank,name
"
                                    (一级)                                    ",清新区禾云镇卫生院
"
                                    (一级)                                    ",清远市清城区龙塘医院
"
                                    (一级)                                    ",清远市清城区飞来峡镇卫生院
"
                                    (三甲)                                    ",梅州市人民医院
"
                                    (三甲)                                    ",中山大学附属第三医院粤东医院
"
                                    (三甲)                                    ",梅州市第二中医医院
"
                                    (二甲)                                    ",兴宁市人民医院
"
                                    (二甲)                                    ",丰顺县人民医院
"
                                    (二甲)                                    ",梅州市大埔县人民医院
"
                                    (二甲)                                    ",蕉岭县人民医院
"
                                    (三级)                                    ",梅州市中医医院
"
                                    (二甲)                                    ",梅县区中医医院
"
                                    (二甲)                                    ",平远县人民医院
"
                                    (二级)                                    ",梅州市第三人民医院
"
                                    (二甲)                                    ",五华县人民医院
"
                                    (二甲)                                    ",嘉应学院医学院附属医院
"
                                    (二级)                                    ",平远县中医医院
"
                                    (二级)                                    ",梅县区妇幼保健院
"
                                    (二甲)                                    ",兴宁市妇幼保健院
"
                                    (二甲)                                    ",丰顺县中医院
"
                                    (二级)                                    ",兴宁市中医医院
"
                                    (二级)                                    ",五华县安流镇中心卫生院
"
                                    (二级)                                    ",五华县妇幼保健院
"
                                    (一级)                                    ",梅州市梅县区梅西镇卫生院
"
                                    (三甲)                                    ",粤北人民医院
"
                                    (三甲)                                    ",韶关市第一人民医院
"
                                    (三级)                                    ",韶关市妇幼保健院
"
                                    (三甲)                                    ",韶关市中医院
"
                                    (二甲)                                    ",乳源县人民医院
"
                                    (二甲)                                    ",南雄市人民医院
"
                                    (二甲)                                    ",仁化县人民医院
"
                                    (二甲)                                    ",南雄市中医院
"
                                    (二甲)                                    ",始兴县人民医院
"
                                    (三级)                                    ",粤北第二人民医院
"
                                    (二甲)                                    ",乐昌市人民医院
"
                                    (二甲)                                    ",韶关市铁路医院
"
                                    (二甲)                                    ",韶关市曲江区人民医院
"
                                    (二甲)                                    ",新丰县人民医院
"
                                                                        ",韶关市皮肤病医院
"
                                    (二甲)                                    ",韶关市第三人民医院
"
                                    (二级)                                    ",韶关市职业病防治院
"
                                    (二甲)                                    ",乐昌市中医院
"
                                    (二甲)                                    ",粤北第三人民医院
"
                                    (一级)                                    ",始兴县隘子镇卫生院
"
                                    (三甲)                                    ",珠海市人民医院
"
                                    (三甲)                                    ",中山大学附属第五医院
"
                                    (三级)                                    ",遵医五院
"
                                    (三级)                                    ",珠海市中西医结合医院
"
                                    (三甲, 特色:中医)                                    ",广东省中医院珠海医院
"
                                    (三甲)                                    ",珠海市妇幼保健院
"
                                    (三级)                                    ",广东省人民医院珠海医院
"
                                    (二甲)                                    ",珠海市第五人民医院
"
                                    (二甲)                                    ",斗门区侨立中医院
"
                                    (二甲)                                    ",香洲区人民医院
"
                                    (三级)                                    ",珠海市慢性病防治中心
"
                                    (二级)                                    ",斗门区妇幼保健院
"
                                    (二级)                                    ",珠海市口腔医院
"
                                    (二甲)                                    ",广东省第二人民医院珠海医院
"
                                    (二级)                                    ",香洲区第二人民医院
"
                                    (二级)                                    ",珠海市人民医院高栏港医院
"
                                    (三甲)                                    ",河源市人民医院
"
                                    (二甲)                                    ",河源市中医院
"
                                    (二甲)                                    ",源城区人民医院
"
                                    (二甲)                                    ",河源市妇幼保健院
"
                                    (二甲)                                    ",紫金县人民医院
"
                                    (二甲)                                    ",龙川县人民医院
"
                                    (二级)                                    ",龙川县妇幼保健院
"
                                    (二甲)                                    ",龙川县中医院
"
                                    (二甲)                                    ",和平县人民医院
"
                                    (二甲)                                    ",连平县人民医院
"
                                    (二级)                                    ",连平县第二人民医院
"
                                    (二级)                                    ",东源县人民医院
"
                                    (二级)                                    ",东源县中医院
"
                                    (二级)                                    ",东源县妇幼保健院
"
                                                                        ",连平县妇幼保健院
"
                                    (三级)                                    ",河源市精神卫生中心
"
                                    (三甲)                                    ",阳江市人民医院
"
                                    (三甲)                                    ",阳江市中医院
"
                                    (三级)                                    ",阳春市人民医院
"
                                    (三级)                                    ",阳江市妇幼保健院
"
                                    (三级)                                    ",阳春市妇幼保健院
"
                                    (二甲)                                    ",阳东区人民医院
"
                                    (二甲)                                    ",阳春市中医院
"
                                    (二甲)                                    ",阳西县人民医院
"
                                    (二甲)                                    ",阳江市第三人民医院
"
                                    (三级)                                    ",阳江市公共卫生医院
"
                                    (二级)                                    ",阳东区妇幼保健院
"
                                    (二甲)                                    ",阳江市江城区人民医院
"
                                                                        ",阳江市江城区南恩街道建设社区卫生服务站
"
                                    (二甲)                                    ",新兴县人民医院
"
                                    (三甲)                                    ",云浮市人民医院
"
                                    (三甲)                                    ",罗定市人民医院
"
                                    (三甲)                                    ",云浮市中医院
"
                                    (三甲)                                    ",罗定市中医院
"
                                    (二甲)                                    ",罗定市妇幼保健院
"
                                    (三级)                                    ",云浮市妇幼保健院
"
                                    (二甲)                                    ",新兴县中医院
"
                                    (二甲)                                    ",郁南县人民医院
"
                                    (二甲)                                    ",郁南县中医院
"
                                    (二甲)                                    ",郁南县第二人民医院
"
                                    (二级)                                    ",新兴县妇幼保健院
"
                                    (一甲)                                    ",罗定市黎少镇中心卫生院
"
                                    (三级)                                    ",潮州市人民医院
"
                                    (三甲)                                    ",潮州市中心医院
"
                                    (二甲)                                    ",饶平县人民医院
"
                                    (二甲)                                    ",潮安区人民医院
"
                                    (二级)                                    ",湘桥区中医医院
"
                                                                        ",潮州市妇幼保健院
"
                                    (二级)                                    ",饶平县中医医院
"
                                    (二级)                                    ",饶平县妇幼保健院
"
                                    (二级)                                    ",庵埠华侨医院
"
                                    (一级)                                    ",东凤华侨医院
"
                                                                        ",湘桥区妇幼保健院
"
                                    (二甲)                                    ",彭湃纪念医院
"
                                    (三甲)                                    ",汕尾市第二人民医院
"
                                    (三级)                                    ",汕尾市人民医院
"
                                    (二甲)                                    ",陆河县人民医院
"
                                    (二甲)                                    ",陆丰市人民医院
"
                                    (三级)                                    ",中山大学孙逸仙纪念医院深汕中心医院
"
                                    (一甲)                                    ",陆丰市第二人民医院
"
                                    (二级)                                    ",陆丰市中医医院
"
                                    (三甲, 特色:综合)                                    ",广西医科大学第一附属医院
"
                                    (三甲, 特色:综合)                                    ",广西壮族自治区人民医院
"
                                    (三甲, 特色:中医)                                    ",广西中医药大学附属瑞康医院
"
                                    (三甲, 特色:中医)                                    ",广西中医药大学第一附属医院
"
                                    (三甲)                                    ",南宁市第二人民医院
"
                                    (三甲, 特色:妇幼)                                    ",广西壮族自治区妇幼保健院
"
                                    (三甲)                                    ",南宁市第一人民医院
"
                                    (三甲)                                    ",广西壮族自治区民族医院
"
                                    (三甲)                                    ",广西医科大学第二附属医院
"
                                    (三级)                                    ",广西国际壮医医院
"
                                    (三甲)                                    ",广西壮族自治区江滨医院
"
                                    (三甲, 特色:肿瘤)                                    ",广西医科大学附属肿瘤医院
"
                                    (三甲, 特色:口腔)                                    ",广西医科大学附属口腔医院
"
                                    (三甲)                                    ",南宁市中医医院
"
                                    (二甲)                                    ",南宁市第七人民医院
"
                                    (三级)                                    ",广西医科大学附属武鸣医院
"
                                    (二甲)                                    ",宾阳县妇幼保健院
"
                                    (三甲)                                    ",南宁市妇幼保健院
"
                                    (二甲)                                    ",宾阳县中医医院
"
                                    (二甲)                                    ",马山县人民医院
"
                                    (三级)                                    ",南宁市第三人民医院
"
                                    (二甲)                                    ",南宁市红十字会医院
"
                                    (三级, 特色:精神)                                    ",南宁市第五人民医院
"
                                    (三甲)                                    ",南宁市第四人民医院
"
                                    (三甲)                                    ",广西骨伤医院
"
                                    (三甲)                                    ",中国人民解放军第九二三医院
"
                                    (二甲)                                    ",横县中医医院
"
                                    (三甲)                                    ",广西壮族自治区工人医院
"
                                    (三级)                                    ",广西壮族自治区皮肤病医院
"
                                    (二甲)                                    ",南宁市邕宁区中医医院
"
                                    (二甲)                                    ",南宁市第九人民医院
"
                                    (二甲)                                    ",南宁市邕宁区人民医院
"
                                    (二甲)                                    ",南宁市第八人民医院
"
                                    (二甲)                                    ",横县人民医院
"
                                    (二甲)                                    ",南宁市第六人民医院
"
                                                                        ",广西壮族自治区生殖医院
"
                                    (二甲)                                    ",上林县人民医院
"
                                    (二级)                                    ",广西中医药大学第一附属医院仁爱分院
"
                                    (二级)                                    ",崇左市民政医院
"
                                    (二级)                                    ",南宁市社会福利医院
"
                                    (二甲)                                    ",隆安县人民医院
"
                                    (二甲)                                    ",横县妇幼保健院
"
                                    (二级)                                    ",南宁市第一人民医院埌东分院
"
                                    (二甲)                                    ",武鸣区妇幼保健院
"
                                                                        ",广西壮族自治区亭凉医院
"
                                    (二级)                                    ",南宁市第十人民医院
"
                                                                        ",南宁市青秀区方园社区卫生服务中心
"
                                                                        ",南宁市西乡塘区坛洛中心卫生院
"
                                    (二甲)                                    ",马山县妇幼保健院
"
                                    (二甲)                                    ",宾阳县人民医院
"
                                    (三甲, 特色:综合)                                    ",桂林医学院附属医院
"
                                    (三甲)                                    ",广西壮族自治区南溪山医院
"
                                    (三甲, 特色:综合)                                    ",桂林市人民医院
"
                                    (三甲, 特色:中医)                                    ",桂林市中医医院
"
                                    (三级)                                    ",桂林医学院第二附属医院
"
                                    (三甲)                                    ",桂林市妇幼保健院
"
                                    (三甲)                                    ",桂林市第二人民医院
"
                                    (三级)                                    ",桂林市中西医结合医院
"
                                    (二甲)                                    ",平乐县人民医院
"
                                    (二甲)                                    ",兴安县人民医院
"
                                    (二甲)                                    ",阳朔县人民医院
"
                                    (二甲)                                    ",恭城瑶族自治县人民医院
"
                                    (三级)                                    ",桂林市社会福利医院
"
                                    (二甲)                                    ",恭城瑶族自治县中医医院
"
                                    (二甲)                                    ",全州县人民医院
"
                                    (二甲)                                    ",永福县人民医院
"
                                    (二甲)                                    ",荔浦市人民医院
"
                                    (二甲)                                    ",资源县人民医院
"
                                    (二甲)                                    ",平乐县妇幼保健院
"
                                    (二甲)                                    ",灵川县人民医院
"
                                    (二甲)                                    ",永福县中医医院
"
                                    (二甲)                                    ",灵川县中医医院
"
                                    (二甲)                                    ",阳朔县妇幼保健院
"
                                    (二甲)                                    ",桂林市第三人民医院
"
                                    (二级)                                    ",永福县妇幼保健院
"
                                    (二级)                                    ",桂林市口腔医院
"
                                    (二甲)                                    ",龙胜各族自治县中医医院
"
                                    (三甲)                                    ",柳州市工人医院
"
                                    (三甲, 特色:妇幼)                                    ",柳州市妇幼保健院
"
                                    (三甲, 特色:综合)                                    ",柳州市人民医院
"
                                    (三甲, 特色:中医)                                    ",柳州市中医医院
"
                                    (三甲)                                    ",柳州市柳铁中心医院
"
                                    (三甲)                                    ",广西科技大学第一附属医院
"
                                    (三甲)                                    ",广西壮族自治区脑科医院
"
                                    (三级)                                    ",广西科技大学第二附属医院
"
                                    (二甲)                                    ",柳州市红十字会医院
"
                                    (二甲)                                    ",融水苗族自治县人民医院
"
                                    (二甲)                                    ",柳州市柳江区人民医院
"
                                    (二甲)                                    ",三江侗族自治县人民医院
"
                                    (二甲)                                    ",鹿寨县妇幼保健院
"
                                    (三甲)                                    ",广西壮族自治区龙潭医院
"
                                    (二甲)                                    ",柳城县人民医院
"
                                    (二甲)                                    ",柳州市潭中人民医院
"
                                    (二甲)                                    ",柳州市柳江区妇幼保健院
"
                                    (二甲)                                    ",融安县人民医院
"
                                    (二级)                                    ",融水苗族自治县妇幼保健院
"
                                    (二甲)                                    ",鹿寨县人民医院
"
                                    (二甲)                                    ",三江侗族自治县中医医院
"
                                    (二甲)                                    ",三江侗族自治县妇幼保健院
"
                                    (二甲)                                    ",融水苗族自治县中医医院
"
                                    (三级)                                    ",广西柳钢医疗有限公司医院
"
                                    (二级)                                    ",广西壮族自治区荣誉军人康复医院
"
                                    (二甲)                                    ",柳州市中西医结合医院
"
                                    (三甲)                                    ",右江民族医学院附属医院
"
                                    (三甲)                                    ",百色市人民医院
"
                                    (二甲)                                    ",百色市田阳区人民医院
"
                                    (二甲)                                    ",百色市中医医院
"
                                    (二甲)                                    ",平果市人民医院
"
                                    (三级)                                    ",百色市妇幼保健院
"
                                    (二甲)                                    ",凌云县人民医院
"
                                    (二甲)                                    ",田东县人民医院
"
                                    (二甲)                                    ",那坡县人民医院
"
                                    (二甲)                                    ",隆林各族自治县人民医院
"
                                    (二级)                                    ",田林县人民医院
"
                                    (二级)                                    ",百色市右江区人民医院
"
                                    (二甲)                                    ",德保县人民医院
"
                                    (二甲)                                    ",平果市妇幼保健院
"
                                    (二甲)                                    ",靖西市人民医院
"
                                    (二甲)                                    ",靖西市中医医院
"
                                    (二级)                                    ",德保县妇幼保健院
"
                                    (二级)                                    ",百色市第二人民医院
"
                                    (二级)                                    ",那坡县中医医院
"
                                    (二甲)                                    ",田东县中医医院
"
                                                                        ",百色市皮肤病防治院
"
                                    (三甲)                                    ",河池市人民医院
"
                                    (二甲)                                    ",都安瑶族自治县人民医院
"
                                    (二甲)                                    ",宜州区中医医院
"
                                    (三甲)                                    ",河池市中医医院
"
                                    (二甲)                                    ",大化瑶族自治县人民医院
"
                                    (三级)                                    ",河池市第一人民医院
"
                                    (三级)                                    ",河池市第三人民医院
"
                                    (二甲)                                    ",南丹县人民医院
"
                                    (二甲)                                    ",巴马瑶族自治县人民医院
"
                                    (二甲)                                    ",环江毛南族自治县人民医院
"
                                    (二甲)                                    ",南丹县中医医院
"
                                    (二级)                                    ",天峨县人民医院
"
                                    (二甲)                                    ",东兰县人民医院
"
                                    (二甲)                                    ",大化瑶族自治县妇幼保健院
"
                                    (三级)                                    ",河池市妇幼保健院
"
                                    (二级)                                    ",河池市宜州区妇幼保健院
"
                                    (二甲)                                    ",罗城仫佬族自治县妇幼保健院
"
                                    (二级)                                    ",罗城仫佬族自治县人民医院
"
                                    (二级)                                    ",巴马瑶族自治县中医医院
"
                                    (二级)                                    ",河池市退役军人医院
"
                                    (三甲)                                    ",玉林市第一人民医院
"
                                    (三级)                                    ",北流市人民医院
"
                                    (三级)                                    ",玉林市红十字会医院
"
                                    (三甲)                                    ",玉林市中医医院
"
                                    (三级)                                    ",玉林市第二人民医院
"
                                    (三甲)                                    ",玉林市妇幼保健院
"
                                    (二甲)                                    ",容县人民医院
"
                                    (二甲)                                    ",兴业县人民医院
"
                                    (三级)                                    ",博白县人民医院
"
                                    (三甲)                                    ",玉林市中西医结合骨科医院
"
                                    (二甲)                                    ",北流市中医院
"
                                    (二甲)                                    ",北流市妇幼保健院
"
                                    (二甲)                                    ",陆川县人民医院
"
                                    (二甲)                                    ",玉林市第三人民医院
"
                                    (二级)                                    ",陆川县妇幼保健院
"
                                    (二甲)                                    ",玉林市卫生学校附属医院
"
                                    (二甲)                                    ",玉林市玉州区妇幼保健院
"
                                    (二级)                                    ",容县中医院
"
                                    (三级)                                    ",玉林市退役军人医院
"
                                    (三级)                                    ",广西壮族自治区桂东人民医院
"
                                    (三甲)                                    ",梧州工人医院
"
                                    (三甲)                                    ",梧州市人民医院
"
                                    (三甲)                                    ",梧州市红十字会医院
"
                                    (二甲)                                    ",苍梧县人民医院
"
                                    (二甲)                                    ",岑溪市中医医院
"
                                    (二甲)                                    ",藤县人民医院
"
                                    (三甲)                                    ",梧州市中医医院
"
                                    (三甲)                                    ",梧州市妇幼保健院
"
                                    (二甲)                                    ",岑溪市妇幼保健院
"
                                    (二甲)                                    ",藤县妇幼保健院
"
                                    (二甲)                                    ",梧州市龙圩区中医医院
"
                                    (二甲)                                    ",蒙山县人民医院
"
                                    (二甲, 特色:农玉芳)                                    ",岑溪市人民医院
"
                                    (二级)                                    ",岑溪市第三人民医院
"
                                    (二级)                                    ",蒙山县中医医院
"
                                    (二甲)                                    ",梧州市中西医结合医院
"
                                    (二级)                                    ",梧州市第二人民医院
"
                                    (三甲)                                    ",贵港市人民医院
"
                                    (三级)                                    ",桂平市人民医院
"
                                    (二甲)                                    ",桂平市中医医院
"
                                    (三甲)                                    ",贵港市中西医结合骨科医院
"
                                    (二甲)                                    ",贵港市第二人民医院
"
                                    (三甲)                                    ",贵港市妇幼保健院
"
                                    (二甲)                                    ",贵港市港北区人民医院
"
                                    (二甲)                                    ",平南县人民医院
"
                                    (二甲)                                    ",平南县第二人民医院
"
                                    (二甲)                                    ",平南县中医院
"
                                    (二甲)                                    ",桂平市妇幼保健院
"
                                    (二甲)                                    ",贵港市覃塘区人民医院
"
                                    (二甲)                                    ",平南县妇幼保健院
"
                                    (一甲)                                    ",平南县大新镇卫生院
"
                                    (一级)                                    ",平南县寺面镇卫生院
"
                                    (一甲)                                    ",贵港市覃塘区三里镇卫生院
"
                                    (三甲)                                    ",来宾市人民医院
"
                                    (二甲)                                    ",武宣县人民医院
"
                                    (二甲)                                    ",象州县人民医院
"
                                    (二级)                                    ",来宾市兴宾区人民医院
"
                                    (二甲)                                    ",象州县中医医院
"
                                    (二甲)                                    ",武宣县中医院
"
                                    (二甲)                                    ",忻城县人民医院
"
                                    (二甲)                                    ",象州县妇幼保健院
"
                                    (二级)                                    ",来宾市兴宾区妇幼保健院
"
                                    (三甲)                                    ",来宾市中医医院
"
                                    (二级)                                    ",来宾市第二人民医院
"
                                    (二甲)                                    ",合山市人民医院
"
                                    (二级)                                    ",来宾市中西医结合医院
"
                                    (二级)                                    ",来宾市兴宾区八一医院
"
                                    (三甲)                                    ",崇左市人民医院
"
                                    (二甲)                                    ",宁明县人民医院
"
                                    (二甲)                                    ",天等县人民医院
"
                                    (二甲)                                    ",扶绥县人民医院
"
                                    (二甲)                                    ",天等县中医医院
"
                                    (二甲)                                    ",天等县妇幼保健院
"
                                    (二甲)                                    ",大新县中医医院
"
                                    (二甲)                                    ",凭祥市人民医院
"
                                    (二甲)                                    ",龙州县人民医院
"
                                    (二甲)                                    ",大新县人民医院
"
                                    (二甲)                                    ",凭祥市妇幼保健院
"
                                    (二级)                                    ",崇左市妇幼保健院
"
                                    (三级)                                    ",灵山县人民医院
"
                                    (二甲)                                    ",浦北县人民医院
"
                                    (三甲)                                    ",钦州市第一人民医院
"
                                    (三甲)                                    ",钦州市第二人民医院
"
                                    (三甲)                                    ",钦州市妇幼保健院
"
                                    (三级)                                    ",灵山县中医医院
"
                                    (二甲)                                    ",灵山县妇幼保健院
"
                                    (三甲)                                    ",钦州市中医医院
"
                                    (二级)                                    ",钦州市钦南区人民医院
"
                                    (二甲)                                    ",浦北县中医医院
"
                                    (二甲)                                    ",钦州市钦北区妇幼保健院
"
                                    (三甲)                                    ",北海市人民医院
"
                                    (三级)                                    ",合浦县人民医院
"
                                    (二甲)                                    ",北海市第二人民医院
"
                                    (三甲)                                    ",北海市中医医院
"
                                    (二甲)                                    ",北海市妇幼保健院
"
                                    (二甲)                                    ",合浦县妇幼保健院
"
                                    (二甲)                                    ",北海市卫生学校附属医院
"
                                    (二级)                                    ",合浦县红十字会医院
"
                                    (二甲)                                    ",合浦县中医医院
"
                                    (三甲)                                    ",贺州市人民医院
"
                                    (二甲)                                    ",钟山县人民医院
"
                                    (二甲)                                    ",富川瑶族自治县人民医院
"
                                    (三甲)                                    ",贺州市中医医院
"
                                    (二甲)                                    ",昭平县人民医院
"
                                    (二甲)                                    ",钟山县妇幼保健院
"
                                    (一级)                                    ",八步区信都中心卫生院
"
                                    (二甲)                                    ",桂东卫生学校附属医院
"
                                    (三甲)                                    ",防城港市第一人民医院
"
                                    (三甲)                                    ",防城港市中医医院
"
                                    (二甲)                                    ",防城区人民医院
"
                                    (二甲)                                    ",上思县人民医院
"
                                    (二甲, 特色:曾照)                                    ",东兴市人民医院
"
                                    (三甲)                                    ",海南省人民医院
"
                                    (三甲)                                    ",海南医学院第一附属医院
"
                                    (三甲)                                    ",海口市人民医院
"
                                    (三甲)                                    ",海南医学院第二附属医院
"
                                    (三甲)                                    ",海南省中医院
"
                                    (三甲)                                    ",海南省文昌市人民医院
"
                                    (三甲)                                    ",海南省妇女儿童医学中心
"
                                    (二甲)                                    ",海口市第三人民医院
"
                                    (三级)                                    ",万宁市人民医院
"
                                    (三甲)                                    ",海口市中医医院
"
                                    (二甲)                                    ",海口市第四人民医院
"
                                    (三级)                                    ",海南省第五人民医院
"
                                    (三级)                                    ",海口市妇幼保健院
"
                                    (三级)                                    ",海南省安宁医院
"
                                    (二级)                                    ",琼中县人民医院
"
                                    (三甲)                                    ",中国人民解放军联勤保障部队第928医院
"
                                    (三级, 特色:眼科)                                    ",海南省眼科医院
"
                                    (三级)                                    ",海南省肿瘤医院
"
                                    (二甲)                                    ",临高县中医院
"
                                                                        ",海南省干部疗养院
"
                                    (二甲)                                    ",乐东县人民医院
"
                                    (三级)                                    ",海口骨科与糖尿病医院
"
                                                                        ",文昌市文城镇卫生院
"
                                    (一级)                                    ",美兰区演丰中心卫生院
"
                                    (三甲)                                    ",儋州市人民医院
